domain,tagSize,tidSize,xdrSize,tagRatio,xdrRatio,tagDistribute,xdrDistribute,upPktSize,downPktSize,upFluxSize,downFluxSize,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_comm
origins.com.cn,1,2,92,0.5,0.043478261,2,46,3349,4758,308671,5177033,92.16810988,1088.069147,2742852,59627.21739,-1
51wcai.net,1,2,80,0.5,0.05,2,40,825,761,141641,844183,171.6860606,1109.30749,492912,12322.8,-1
uc108.net,1,3,140,0.333333333,0.064285714,3,46.66666667,865,600,177810,182488,205.5606936,304.1466667,120099.3333,2573.557143,-1
gps0123.com,29,218,13803,3.857798165,3.443019633,7.517241379,63.31651376,437172,393409,26452776,17871861,60.50885235,45.42819559,203324.0229,3211.232123,-1
zoobkhy.cn,2,2,8,2,0.5,1,4,52,30,3088,33576,59.38461538,1119.2,18332,4583,-1
pric.org.cn,2,3,20,1.333333333,0.45,1.5,6.666666667,3634,3878,167939,1355779,46.21326362,349.6077875,507906,76185.9,1
didizhe.com,1,1,1,1,1,1,1,3,2,164,100,54.66666667,50,264,264,-1
voiceads.cn,13,13,44,13,3.84090909,1,3.384615385,188,134,26503,10136,140.9734043,75.64179104,2818.384615,832.7045455,-1
daishin.com,1,2,49,0.5,0.081632653,2,24.5,429,633,51956,754670,121.1095571,1192.21169,403313,16461.7551,-1
getein.cn,2,15,1040,0.266666667,0.216346154,7.5,69.33333333,14241,7681,2408406,466694,169.1177586,60.75953652,191673.3333,2764.519231,1
go2map.com,2,2,3,2,1.333333333,1,1.5,12,10,1048,2736,87.33333333,273.6,1892,1261.333333,-1
aligames.com,2,2,80,2,0.05,1,40,737,569,96498,204316,130.9335142,359.0790861,150407,3760.175,-1
gzfjd.com,1,1,72,1,0.013888889,1,72,1327,1289,59797,51696,45.06179352,40.10550815,111493,1548.513889,1
xcharger.net,1,1,2,1,0.5,1,2,12,10,806,718,67.16666667,71.8,1524,762,-1
adkmob.com,9,12,73,6.750000002,1.97260274,1.333333333,6.083333333,499,373,66599,57534,133.4649299,154.2466488,10344.41667,1700.452055,-1
1znl.com,2,8,486,0.5,0.131687243,4,60.75,11200,11406,536718,514108,47.92125,45.0734701,131353.25,2162.193416,1
gpssafesum.com,10,304,27642,0.328947368,3.343318139,30.4,90.92763158,574223,359339,35468387,22480283,61.76761816,62.56009785,190620.625,2096.39932,-1
yiqixiegushi.com,1,1,3,1,0.333333333,1,3,58,55,8143,21272,140.3965517,386.7636364,29415,9805,-1
slamtec.com,2,4,4432,1,0.003610108,2,1108,48722,38942,5244304,15396965,107.6372891,395.3819783,5160317.25,4657.326038,-1
talkingdata.net,8,9,75,7.111111111,1.08,1.125,8.333333333,417,363,87292,20920,209.3333333,57.63085399,12023.55556,1442.826667,-1
useeasy.cn,6,27,2958,1.333333333,0.246450304,4.5,109.5555556,16297,10006,1517999,1414644,93.14591643,141.3795723,108616.4074,991.4276538,-1
baicizhan.org,1,1,50,1,0.02,1,50,296,256,48493,70968,163.8277027,277.21875,119461,2389.22,-1
landfone.cn,4,114,218,0.140350877,59.61467889,28.5,1.912280702,1359,949,149626,190391,110.1000736,200.6227608,2982.605263,1559.711009,-1
reachmax.cn,33,37,94,29.43243244,14.56382978,1.121212121,2.540540541,761,522,89785,166538,117.9829172,319.0383142,6927.648649,2726.840426,-1
imoxiu.com,2,3,15,1.333333333,0.6,1.5,5,61,37,9490,9086,155.5737705,245.5675676,6192,1238.4,-1
openspeech.cn,152,429,4211,53.85547786,43.70482071,2.822368421,9.815850816,19303,13678,3925657,3224931,203.3703051,235.7750402,16668.0373,1698.073617,0
criteo.com,1,12,412,0.083333333,0.349514563,12,34.33333333,2201,2415,719311,929218,326.810995,384.7693582,137377.4167,4001.283981,-1
88ip.org,4,9,966,1.777777778,0.083850932,2.25,107.3333333,6800,6722,488117,372930,71.78191176,55.4790241,95671.88889,891.3530021,-1
updrips.com,1,1,2,1,0.5,1,2,11,5,2673,1024,243,204.8,3697,1848.5,-1
secu100.net,1,9,69,0.111111111,1.173913043,9,7.666666667,399,266,49315,39755,123.5964912,149.4548872,9896.666667,1290.869565,-1
intoyun.com,1,1,1,1,1,1,1,6,6,523,570,87.16666667,95,1093,1093,-1
yxdown.com,1,1,35,1,0.028571429,1,35,230,227,31901,243411,138.7,1072.295154,275312,7866.057143,-1
tuhu.com,1,1,8,1,0.125,1,8,80,86,11551,58204,144.3875,676.7906977,69755,8719.375,-1
tlnk.io,1,1,1,1,1,1,1,16,17,5638,6845,352.375,402.6470588,12483,12483,-1
jygps.com.cn,9,710,19647,0.114084507,25.65786125,78.88888889,27.67183099,326705,254171,72888244,17058548,223.1010973,67.11445444,126685.6225,4578.143839,-1
dxpmedia.com,8,8,15,8,4.266666667,1,1.875,79,42,5846,19603,74,466.7380952,3181.125,1696.6,-1
jimicloud.com,45,9455,405378,0.214172396,220.5275693,210.1111111,42.87445796,4211489,3610068,309000781,163422934,73.37091015,45.2686581,49965.49075,1165.390611,0
afeeef.com,1,3,224,0.333333333,0.040178571,3,74.66666667,6377,2854,307983,163164,48.29590717,57.17028732,157049,2103.334821,1
wapfish.net,2,2,140,2,0.028571429,1,70,546,347,35416,20567,64.86446886,59.27089337,27991.5,399.8785714,-1
tiqcdn.com,1,2,12,0.5,0.333333333,2,6,167,202,15249,171008,91.31137725,846.5742574,93128.5,15521.41667,-1
autodis.cn,1,1,9,1,0.111111111,1,9,143,137,18755,44913,131.1538462,327.8321168,63668,7074.222222,-1
i4.cn,2,3,865,1.333333333,0.010404624,1.5,288.3333333,12755,9028,1560615,3484693,122.3531948,385.9872619,1681769.333,5832.726012,-1
getui.vip,1,2,11,0.5,0.363636364,2,5.5,146,141,13859,70044,94.92465753,496.7659574,41951.5,7627.545455,-1
housezn.com,1,1,14,1,0.071428571,1,14,311,202,21736,15124,69.89067524,74.87128713,36860,2632.857143,1
cheweishi.cn,1,22,144,0.045454545,3.361111111,22,6.545454545,5084,2956,435322,130845,85.62588513,44.26420839,25734.86364,3931.715278,1
huasu.net,8,1775,200509,0.036056338,15.71313507,221.875,112.9628169,1706595,1671023,96529706,74579838,56.5627498,44.63124565,96399.7431,853.3758784,1
shimo.im,1,1,1,1,1,1,1,23,21,2094,8407,91.04347826,400.3333333,10501,10501,-1
pgyer.com,2,2,71,2,0.056338028,1,35.5,380,225,131422,15059,345.8473684,66.92888889,73240.5,2063.112676,-1
iteye.com,1,1,2,1,0.5,1,2,16,15,1042,1948,65.125,129.8666667,2990,1495,-1
heclouds.com,2,108,8101,0.037037037,1.439822244,54,75.00925926,40766,33262,4209556,3101903,103.2614434,93.25665925,67698.69444,902.5378348,1
zhijiaxing.net,4,1660,27020,0.009638554,101.9837158,415,16.27710843,471297,294297,95279676,20576488,202.164826,69.91742356,69792.86988,4287.792894,-1
coolqi.com,1,1,1,1,1,1,1,11,9,1380,4222,125.4545455,469.1111111,5602,5602,-1
xunlei.com,19,30,516,12.03333334,1.744186047,1.578947368,17.2,2923,2248,411305,742594,140.7133082,330.3354093,38463.3,2236.238372,-1
paisun.net,3,6,5072,1.5,0.007097792,2,845.3333333,7233,6669,557919,302502,77.1352136,45.3594242,143403.5,169.6413644,1
brightdairy.com,6,48,86,0.75,26.79069767,8,1.791666667,478,302,39915,32401,83.5041841,107.2880795,1506.583333,840.8837209,0
mfhcd.com,44,970,10117,1.995876288,93.001878,22.04545455,10.42989691,46601,37273,6560852,3547478,140.7877943,95.17554262,10420.95876,999.1430266,-1
dftcgroup.com,1,20,306,0.05,1.307189542,20,15.3,2205,1941,210783,277006,95.59319728,142.7130345,24389.45,1594.081699,-1
moootooo.cn,8,1551,13423,0.041263701,179.2148551,193.875,8.654416505,487046,100269,32780720,5526051,67.30518267,55.11225803,24698.11154,2853.815913,-1
99.com,1,1,7,1,0.142857143,1,7,89,77,5474,71816,61.50561798,932.6753247,77290,11041.42857,-1
shumil.com,1,1,2,1,0.5,1,2,8,2,464,100,58,50,564,282,-1
miyixia.cn,2,20,1979,0.2,0.202122284,10,98.95,67008,35155,3825442,2547364,57.08933262,72.46093017,318640.3,3220.21526,1
hxm2m.cn,2,8,202,0.5,0.316831683,4,25.25,2132,2014,159801,126402,74.95356473,62.76166832,35775.375,1416.846535,-1
hfbpay.com,1,1,1,1,1,1,1,19,17,3778,8115,198.8421053,477.3529412,11893,11893,-1
qhxwl.com,2,5,242,0.8,0.103305785,2.5,48.4,2830,2599,307259,212853,108.5720848,81.89803771,104022.4,2149.22314,1
go2affise.com,1,1,3,1,0.333333333,1,3,10,8,1107,847,110.7,105.875,1954,651.3333333,-1
yunrfid.com,2,4,179,1,0.089385475,2,44.75,1617,1352,129043,81863,79.80395795,60.54955621,52726.5,1178.24581,-1
hubeiyikong.com,1,1,2,1,0.5,1,2,52,46,5377,2630,103.4038462,57.17391304,8007,4003.5,-1
xicp.net,24,345,7392,1.669565217,16.10186688,14.375,21.42608696,78006,54508,14005642,3307743,179.5457016,60.68362442,50183.72464,2342.178707,0
lollicam.co,1,1,1,1,1,1,1,6,4,280,240,46.66666667,60,520,520,-1
google-analytics.com,72,119,513,43.5630252,27.6042885,1.652777778,4.31092437,6143,6240,802345,3444854,130.6112649,552.0599359,35690.7479,8279.140351,-1
mgantech.com,4,6,246,2.666666667,0.146341463,1.5,41,968,688,80126,37736,82.77479339,54.84883721,19643.66667,479.1138211,-1
smaato.net,2,2,5,2,0.8,1,2.5,30,30,4500,3385,150,112.8333333,3942.5,1577,-1
rtdz88.com,1,5,119,0.2,0.210084034,5,23.8,2521,1899,147620,91591,58.55612852,48.2311743,47842.2,2010.176471,1
applifier.com,1,1,6,1,0.166666667,1,6,114,87,34688,18882,304.2807018,217.0344828,53570,8928.333333,-1
jss.com.cn,1,2,11,0.5,0.363636364,2,5.5,64,55,9022,13182,140.96875,239.6727273,11102,2018.545455,-1
cytxl.com.cn,1,1,25,1,0.04,1,25,227,181,31596,59834,139.1894273,330.5745856,91430,3657.2,-1
dongbeigps.net,2,3,36,1.333333333,0.25,1.5,12,701,583,55229,31990,78.78601997,54.87135506,29073,2422.75,1
swaqds.com,5,5,5,5,5,1,1,42,40,5951,10502,141.6904762,262.55,3290.6,3290.6,-1
bjguntong.com,2,8,1134,0.5,0.05643739,4,141.75,18106,10291,1059920,834796,58.53971059,81.11903605,236839.5,1670.825397,1
zqlx.com,2,2,62,2,0.064516129,1,31,216,14,15414,2757,71.36111111,196.9285714,9085.5,293.0806452,-1
weiliaospa.com,1,1,25,1,0.04,1,25,126,178,11109,8314,88.16666667,46.70786517,19423,776.92,-1
wenxue6.com,1,1,9,1,0.111111111,1,9,141,116,19754,77270,140.0992908,666.1206897,97024,10780.44444,-1
yoyi.com.cn,2,2,5,2,0.8,1,2.5,33,23,6857,2407,207.7878788,104.6521739,4632,1852.8,-1
jjfinder.com,6,6,63,6,0.571428571,1,10.5,769,751,78083,252729,101.5383615,336.5233023,55135.33333,5250.984127,-1
r2games.com,1,2,27,0.5,0.148148148,2,13.5,1616,1622,103507,2090389,64.05136139,1288.772503,1096948,81255.40741,-1
tapreason.com,2,3,43,1.333333333,0.209302326,1.5,14.33333333,291,224,96586,40757,331.9106529,181.9508929,45781,3194.023256,-1
lnk0.com,4,4,8,4,2,1,2,80,67,9565,23020,119.5625,343.5820896,8146.25,4073.125,-1
disney.com,1,3,9,0.333333333,1,3,3,670,704,61646,523214,92.00895522,743.2017045,194953.3333,64984.44444,-1
acecounter.com,1,3,6,0.333333333,1.5,3,2,63,49,5793,34055,91.95238095,695,13282.66667,6641.333333,-1
51y5.net,121,184,4975,79.57065218,6.80522613,1.520661157,27.03804348,38292,38457,6726179,15234405,175.654941,396.1412747,119351,4414.187739,0
bdimg.com,95,140,2729,64.46428569,7.182117993,1.473684211,19.49285714,81277,141191,7435469,143295442,91.48306409,1014.90493,1076649.364,55233.01979,0
goyihu.com,1,1,27,1,0.037037037,1,27,153,113,18850,11381,123.2026144,100.7168142,30231,1119.666667,-1
mptechaso.com,1,1,7,1,0.142857143,1,7,38,32,6687,3807,175.9736842,118.96875,10494,1499.142857,-1
aax6.cn,1,1,26,1,0.038461538,1,26,297,313,63706,101466,214.4983165,324.172524,165172,6352.769231,-1
xicoo.com.cn,1,1,1,1,1,1,1,7,7,486,666,69.42857143,95.14285714,1152,1152,-1
lovol.com,1,2,13,0.5,0.307692308,2,6.5,129,104,11963,4324,92.73643411,41.57692308,8143.5,1252.846154,1
itms360.com,3,45,896,0.2,2.260044643,15,19.91111111,72722,42594,7944753,3000995,109.2482742,70.45581537,243238.8444,12216.23661,1
urbanairship.com,1,1,3,1,0.333333333,1,3,28,25,5937,2678,212.0357143,107.12,8615,2871.666667,-1
warriormedia.cn,1,1,7,1,0.142857143,1,7,49,35,4347,4207,88.71428571,120.2,8554,1222,1
xjmznkj.com,1,1,64,1,0.015625,1,64,2446,1400,202536,133619,82.80294358,95.44214286,336155,5252.421875,1
ajillionmax.com,1,1,2,1,0.5,1,2,27,27,2007,21068,74.33333333,780.2962963,23075,11537.5,-1
daangn.com,1,1,4,1,0.25,1,4,103,97,8931,86565,86.70873786,892.4226804,95496,23874,-1
qiuqiusd.com,1,2,17,0.5,0.235294118,2,8.5,158,201,14178,252950,89.73417722,1258.457711,133564,15713.41176,-1
msftconnecttest.com,9,13,32,6.230769233,5.281249999,1.444444444,2.461538462,148,165,8959,22467,60.53378378,136.1636364,2417.384615,982.0625,-1
swiftkey.com,1,1,3,1,0.333333333,1,3,27,22,2012,5885,74.51851852,267.5,7897,2632.333333,-1
xia12345.com,1,1,4,1,0.25,1,4,12,9,672,576,56,64,1248,312,-1
eyesmedia.cn,3,3,10,3,0.9,1,3.333333333,103,58,5693,2600,55.27184466,44.82758621,2764.333333,829.3,-1
mapway.com,1,1,4,1,0.25,1,4,59,57,6573,22723,111.4067797,398.6491228,29296,7324,-1
mnw.cn,2,2,3,2,1.333333333,1,1.5,60,63,4790,56841,79.83333333,902.2380952,30815.5,20543.66667,-1
kunlunar.com,1,1,27,1,0.037037037,1,27,390,283,22071,43153,56.59230769,152.4840989,65224,2415.703704,-1
teads.tv,1,3,20,0.333333333,0.45,3,6.666666667,228,230,25997,210296,114.0219298,914.3304348,78764.33333,11814.65,-1
yocaly.com,2,303,2883,0.01320132,31.84495317,151.5,9.514851485,45603,46048,32320088,2296163,708.7272329,49.86455438,114245.0528,12007.02428,1
wnmotor.com,1,1,2,1,0.5,1,2,65,83,3658,110005,56.27692308,1325.361446,113663,56831.5,-1
appnxt.net,1,13,35,0.076923077,4.828571429,13,2.692307692,197,173,42764,46384,217.0761421,268.1156069,6857.538462,2547.085714,-1
licdn.com,1,1,1,1,1,1,1,16,13,2613,5899,163.3125,453.7692308,8512,8512,-1
adj.st,1,1,3,1,0.333333333,1,3,36,25,3230,9124,89.72222222,364.96,12354,4118,-1
uuuo.com,81,102,672,64.32352943,15.48214286,1.259259259,6.588235294,27574,34698,1392904,42303119,50.51512294,1219.180327,428392.3824,65023.84375,-1
hdywt.com,1,1,10,1,0.1,1,10,502,502,43130,31620,85.91633466,62.98804781,74750,7475,-1
jpush.cn,224,2301,31838,21.80617123,166.2981657,10.27232143,13.83659279,215289,169846,27764223,52457335,128.9625712,308.8523427,34863.7801,2519.679565,0
xtgreat.com,6,6,22,6,1.636363636,1,3.666666667,129,68,15864,13404,122.9767442,197.1176471,4878,1330.363636,-1
ushareit.com,1,1,3,1,0.333333333,1,3,41,29,13853,12860,337.8780488,443.4482759,26713,8904.333333,-1
ajunews.com,1,1,40,1,0.025,1,40,1018,1051,80284,1246024,78.86444008,1185.560419,1326308,33157.7,-1
ucpaas.com,4,15,266,1.066666667,0.845864662,3.75,17.73333333,1786,1461,128075,144189,71.71052632,98.69199179,18150.93333,1023.548872,-1
echoss.com,1,1,4,1,0.25,1,4,29,25,3344,5192,115.3103448,207.68,8536,2134,-1
zhangyoubao.com,2,2,413,2,0.00968523,1,206.5,2201,1396,382318,714832,173.7019537,512.0573066,548575,2656.53753,-1
weather.com.cn,108,219,1751,53.26027397,27.39063392,2.027777778,7.99543379,37154,47448,2392399,52269317,64.39142488,1101.61265,249596.8767,31217.42776,-1
zto.cn,14,56,7262,3.5,0.43183696,4,129.6785714,37694,43208,10948336,39147707,290.4530164,906.0291381,894572.1964,6898.381025,1
dec.com,1,4,21,0.25,0.761904762,4,5.25,21,15,1596,1140,76,76,684,130.2857143,-1
sunseaiot.com,1,5,14,0.2,1.785714286,5,2.8,217,181,22574,52053,104.0276498,287.5856354,14925.4,5330.5,-1
android.com,33,62,287,17.56451613,13.39372822,1.878787879,4.629032258,782,0,48580,0,62.12276215,0,783.5483871,169.2682927,-1
huawei.com,70,83,1183,59.03614456,5.823330515,1.185714286,14.25301205,17237,19132,2170646,9957447,125.9294541,520.4603282,146121.6024,10251.98056,0
maimai.cn,1,1,2,1,0.5,1,2,63,50,13001,30342,206.3650794,606.84,43343,21671.5,-1
5577.com,4,4,111,4,0.144144144,1,27.75,1732,2488,92205,3251135,53.23614319,1306.726286,835835,30120.18018,-1
landicorp.com,6,372,11070,0.096774194,12.50081301,62,29.75806452,105182,85243,35971744,18683284,341.9952463,219.1767535,146922.1183,4937.220235,-1
playhousecd.com,1,1,15,1,0.066666667,1,15,46,42,7339,23057,159.5434783,548.9761905,30396,2026.4,-1
jucaipay.com,8,8,21,8,3.047619048,1,2.625,124,107,11577,8019,93.36290323,74.94392523,2449.5,933.1428571,1
youbika123.cn,1,1,1,1,1,1,1,5,4,757,2091,151.4,522.75,2848,2848,-1
aiqucn.com,1,1,4,1,0.25,1,4,15,4,1391,497,92.73333333,124.25,1888,472,-1
adobedtm.com,3,9,80,1,1.0125,3,8.888888889,750,798,95596,478428,127.4613333,599.5338346,63780.44444,7175.3,-1
mmstat.com,207,278,2113,154.1330935,36.57548509,1.342995169,7.600719424,19889,16015,3250516,4710774,163.4328523,294.1476116,28637.73381,3767.766209,0
scal.com.cn,1,1,3,1,0.333333333,1,3,18,0,1512,0,84,0,1512,504,-1
isolar88.com,1,2,262,0.5,0.015267176,2,131,266,265,17024,10600,64,40,13812,105.4351145,1
cn.com,1,1,2,1,0.5,1,2,14,9,1305,1392,93.21428571,154.6666667,2697,1348.5,-1
spdbccc.com.cn,1,1,7,1,0.142857143,1,7,27,44,1220,1844,45.18518519,41.90909091,3064,437.7142857,-1
kadawo.com,1,2,261,0.5,0.01532567,2,130.5,10414,5521,712841,307220,68.45025927,55.64571636,510030.5,3908.279693,1
basegps.com,9,99,2940,0.818181818,3.333673469,11,29.6969697,22255,14287,1394454,850093,62.65800944,59.5011549,22672.19192,763.4513605,-1
zhan.com,1,1,16,1,0.0625,1,16,186,187,18830,89693,101.2365591,479.6417112,108523,6782.6875,-1
hisecuritylab.com,1,1,4,1,0.25,1,4,18,30,2036,4208,113.1111111,140.2666667,6244,1561,-1
kt.com,1,21,42,0.047619048,10.5,21,2,682,756,38198,600793,56.00879765,794.6997354,30428.14286,15214.07143,-1
adjucai.com,2,2,11,2,0.363636364,1,5.5,50,41,6700,3340,134,81.46341463,5020,912.7272727,-1
tencent-cloud.net,54,72,3307,40.50000001,1.567583913,1.333333333,45.93055556,15558,11233,3627867,1342504,233.1833783,119.5142883,69032.93056,1502.984881,0
akazam.com,1,1,1,1,1,1,1,7,6,607,1474,86.71428571,245.6666667,2081,2081,-1
metrolife.mobi,1,1,127,1,0.007874016,1,127,6138,10655,277472,13684095,45.20560443,1284.288597,13961567,109933.5984,-1
657aa.com,1,1,1,1,1,1,1,10,8,726,5248,72.6,656,5974,5974,-1
hotjar.com,3,8,42,1.125,1.523809524,2.666666667,5.25,1690,2535,124669,2748100,73.76863905,1084.063116,359096.125,68399.2619,-1
adintl.cn,2,3,6,1.333333333,1.5,1.5,2,74,54,21856,32565,295.3513514,603.0555556,18140.33333,9070.166667,-1
shjt.net,1,1,36,1,0.027777778,1,36,603,595,53585,783272,88.86401327,1316.423529,836857,23246.02778,-1
uodoo.com,4,4,11,4,1.454545455,1,2.75,152,203,13704,178400,90.15789474,878.817734,48026,17464,-1
sinocold.net,5,7,1173,3.571428571,0.041773231,1.4,167.5714286,70680,58634,3629178,3000640,51.34660441,51.17576833,947116.8571,5652.018755,1
secb2b.com.cn,8,9,42,7.111111111,1.928571428,1.125,4.666666667,404,271,32902,64534,81.44059406,238.1328413,10826.22222,2319.904762,-1
m.me,1,2,6,0.5,0.666666667,2,3,29,0,1824,0,62.89655172,0,912,304,-1
acxiomapac.com,1,1,2,1,0.5,1,2,18,15,1906,7056,105.8888889,470.4,8962,4481,-1
eamobile.com,1,1,1,1,1,1,1,16,17,1677,4126,104.8125,242.7058824,5803,5803,-1
hbadei.com,1,1,1,1,1,1,1,16,18,1611,10403,100.6875,577.9444444,12014,12014,-1
xyxy.net,2,2,5,2,0.8,1,2.5,42,45,7836,29952,186.5714286,665.6,18894,7557.6,-1
hexin.cn,15,47,810,4.787234043,2.727160494,3.133333333,17.23404255,14555,13609,2023522,5075667,139.0259018,372.9639944,151046.5745,8764.430864,-1
camel360.com,1,1,1,1,1,1,1,9,9,2438,763,270.8888889,84.77777778,3201,3201,-1
teddymobile.cn,87,96,2039,78.84374999,4.519862678,1.103448276,21.23958333,7303,2665,678671,575474,92.93043955,215.9377111,13064.01042,615.0784698,-1
xywy.com,28,35,262,22.4,4.675572519,1.25,7.485714286,4564,4966,571966,5121827,125.3212095,1031.378776,162679.8,21732.03435,-1
de123.net,1,1,4,1,0.25,1,4,31,23,9001,2185,290.3548387,95,11186,2796.5,-1
scinan.com,5,251,19467,0.099601594,3.236297324,50.2,77.55776892,821641,447848,34524165,19751284,42.0185519,44.1026509,216236.8486,2788.074639,1
gigetto.cn,1,2,108,0.5,0.037037037,2,54,359,237,43516,15779,121.2144847,66.57805907,29647.5,549.0277778,-1
1uandun.com,7,7,367,7,0.133514986,1,52.42857143,3771,2829,771645,1560532,204.6260939,551.6196536,333168.1429,6354.705722,-1
zcb-gps.com,5,9,111,2.777777778,0.72972973,1.8,12.33333333,752,416,56533,29490,75.1768617,70.88942308,9558.111111,774.981982,1
visualdive.com,1,1,1,1,1,1,1,106,133,6072,179091,57.28301887,1346.548872,185163,185163,-1
liebiao.com,1,1,7,1,0.142857143,1,7,63,56,17097,36158,271.3809524,645.6785714,53255,7607.857143,-1
71edge.com,11,11,66,11,1.833333333,1,6,25354,63593,1371716,84240675,54.10254792,1324.684714,7782944.636,1297157.439,-1
tcy365.com,1,2,33,0.5,0.121212121,2,16.5,442,393,30994,374944,70.12217195,954.0559796,202969,12301.15152,-1
f5.com,1,1,1,1,1,1,1,44,49,3307,57500,75.15909091,1173.469388,60807,60807,-1
lilithgame.com,2,6,21,0.666666667,1.714285714,3,3.5,3774,3022,568910,872144,150.7445681,288.5982793,240175.6667,68621.61905,-1
bdydns.com,45,56,322,36.1607143,9.739130435,1.244444444,5.75,34649,64494,1647183,70737034,47.5391209,1096.800229,1292575.304,224795.705,-1
ziroom.com,4,7,144,2.285714286,0.340277778,1.75,20.57142857,1824,1525,538263,651578,295.1003289,427.2642623,169977.2857,8262.784722,-1
99bill.com,1,11,123,0.090909091,0.983739838,11,11.18181818,1191,1261,152915,438855,128.3921075,348.0214116,53797.27273,4811.138211,1
oneway.mobi,1,1,3,1,0.333333333,1,3,35,35,4240,18273,121.1428571,522.0857143,22513,7504.333333,-1
szzhaona.net,24,2593,85632,0.222136521,78.5179489,108.0416667,33.02429618,1789958,1015590,131157487,71813461,73.27405839,70.71107534,78276.49364,2370.269852,-1
sinaapp.com,1,1,1,1,1,1,1,2,1,104,52,52,52,156,156,0
chuanbeng.com,1,1,35,1,0.028571429,1,35,104,97,29864,28888,287.1538462,297.814433,58752,1678.628571,-1
lxwghnw.cn,1,1,25,1,0.04,1,25,123,95,24850,29359,202.0325203,309.0421053,54209,2168.36,-1
89cs.net,1,1,1,1,1,1,1,6,3,791,490,131.8333333,163.3333333,1281,1281,-1
moyaweb.com,1,1,1,1,1,1,1,6,5,1088,389,181.3333333,77.8,1477,1477,-1
jrmf360.com,1,1,19,1,0.052631579,1,19,274,289,27101,101395,98.90875912,350.8477509,128496,6762.947368,-1
eeiot.cn,1,48,3634,0.020833333,0.634012108,48,75.70833333,24975,25153,2915176,1368185,116.7237638,54.39450563,89236.6875,1178.690424,1
ztjystore.cn,41,55,375,30.56363636,8.066666667,1.341463415,6.818181818,8823,9638,651468,7558463,73.83747025,784.2356298,149271.4727,21893.14933,-1
wanhuajing.com,1,1,2,1,0.5,1,2,8,6,804,1747,100.5,291.1666667,2551,1275.5,-1
ronghub.com,10,13,153,7.692307692,1.104575163,1.3,11.76923077,970,814,151424,104520,156.1072165,128.4029484,19688,1672.836601,-1
