domain1,tags,tids,xs,tagRatio,xdrRatio,tagDistribute,xdrDistribute,ups,dps,ubs,dbs,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_main,domain0
ntp.deepwits.com,1,1,26,1,0.038461538,1,26,26,0,1976,0,76,0,1976,76,-1,deepwits.com
wxapp.yangkeduo.com,2,2,342,2,0.011695906,1,171,3621,3048,1028827,352068,284.1278652,115.507874,690447.5,4037.704678,1,yangkeduo.com
abtest.goforandroid.com,1,1,4,1,0.25,1,4,28,20,2439,6322,87.10714286,316.1,8761,2190.25,-1,goforandroid.com
server23001.teamviewer.com,1,2,7,0.5,0.571428571,2,3.5,85,100,15958,39166,187.7411765,391.66,27562,7874.857143,1,teamviewer.com
111.326gg.com,1,1,10,1,0.1,1,10,215,177,19681,64657,91.53953488,365.2937853,84338,8433.8,-1,326gg.com
server24605.teamviewer.com,1,2,2,0.5,2,2,1,59,52,12984,26933,220.0677966,517.9423077,19958.5,19958.5,1,teamviewer.com
freesam.kt.com,1,1,2,1,0.5,1,2,15,15,913,1122,60.86666667,74.8,2035,1017.5,-1,kt.com
server20409.teamviewer.com,1,1,1,1,1,1,1,29,28,7138,14720,246.137931,525.7142857,21858,21858,1,teamviewer.com
ad6.ctrmi.com,1,1,1,1,1,1,1,14,12,1400,2788,100,232.3333333,4188,4188,-1,ctrmi.com
statha.mobgi.com,1,1,29,1,0.034482759,1,29,560,468,133264,68068,237.9714286,145.4444444,201332,6942.482759,-1,mobgi.com
blizzard.com,1,1,17,1,0.058823529,1,17,108,88,7422,14596,68.72222222,165.8636364,22018,1295.176471,-1,blizzard.com
upush.csc108.com,1,1,5,1,0.2,1,5,98,87,7180,8145,73.26530612,93.62068966,15325,3065,-1,csc108.com
171.tcnvmms.com,11,78,8487,1.551282051,0.716861082,7.090909091,108.8076923,202600,111937,15764538,9436512,77.81114511,84.3019913,323090.3846,2969.370802,0,tcnvmms.com
lepodownload.mediatek.com,29,114,1785,7.377192982,7.280672269,3.931034483,15.65789474,41293,41389,5447836,35341900,131.9312232,853.8959627,357804.7018,22851.39272,1,mediatek.com
uu.qq.com,462,723,12039,295.219917,43.41963618,1.564935065,16.65145228,58709,41391,16890300,4583553,287.6952426,110.737914,29701.04149,1783.690755,1,qq.com
cmonitor.iqiyi.com,26,26,512,26,1.3203125,1,19.69230769,3327,2354,369575,448370,111.0835588,190.4715378,31459.42308,1597.548828,1,iqiyi.com
sf6-hscdn-tos.pstatp.com,69,70,433,68.01428571,11.31639723,1.014492754,6.185714286,34353,57928,1616516,77920759,47.05603586,1345.13118,1136246.786,183688.8568,1,pstatp.com
e12.whatsapp.net,39,62,274,24.53225806,14.02919708,1.58974359,4.419354839,917,103,80734,17910,88.04143948,173.8834951,1591.032258,360.0145985,1,whatsapp.net
meta.yangkeduo.com,47,47,921,47,2.398479913,1,19.59574468,4142,2204,920403,236969,222.2122163,107.5176951,24624.93617,1256.647123,1,yangkeduo.com
cdn.hellobanma.com,39,44,476,34.56818182,4.067226891,1.128205128,10.81818182,86531,146317,4207860,196658473,48.62835284,1344.05758,4565143.932,421988.0945,-1,hellobanma.com
gnss.spc.com.cn,1,10,355,0.1,0.281690141,10,35.5,7913,4288,480693,256398,60.74725136,59.7943097,73709.1,2076.312676,0,spc.com.cn
union2.3566ad.com,14,14,129,14,1.519379845,1,9.214285714,1313,1239,158175,931119,120.468393,751.5084746,77806.71429,8444.139535,-1,3566ad.com
fr-par-ibm-r003.teamviewer.com,1,1,2,1,0.5,1,2,61,51,13036,29081,213.704918,570.2156863,42117,21058.5,1,teamviewer.com
jifen.netease.com,2,2,7,2,0.571428571,1,3.5,65,58,11388,26908,175.2,463.9310345,19148,5470.857143,1,netease.com
e.nexac.com,1,2,6,0.5,0.666666667,2,3,42,34,4971,8568,118.3571429,252,6769.5,2256.5,-1,nexac.com
o2o.lianwifi.com,2,2,12,2,0.333333333,1,6,79,90,11009,25954,139.3544304,288.3777778,18481.5,3080.25,-1,lianwifi.com
cloud.ctreader.com,1,43,320,0.023255814,5.778125,43,7.441860465,1811,1603,218640,153506,120.7288791,95.76169682,8654.55814,1162.95625,-1,ctreader.com
peppermint.samsung.com,9,18,59,4.5,5.491525424,2,3.277777778,789,720,97211,361449,123.207858,502.0125,25481.11111,7773.898305,-1,samsung.com
mbrowser.baidu.com,3,3,32,3,0.28125,1,10.66666667,208,168,14190,43534,68.22115385,259.1309524,19241.33333,1803.875,1,baidu.com
ls.apple.com,77,132,1092,44.91666667,15.95604396,1.714285714,8.272727273,12960,10019,2867025,5935911,221.2210648,592.4654157,66688.90909,8061.296703,1,apple.com
wamr.zhizongiot.com,1,21,2855,0.047619048,0.154465849,21,135.952381,62618,62464,3167474,2675236,50.58408125,42.82844518,278224.2857,2046.483363,0,zhizongiot.com
www.gpscar.cn,14,47,2334,4.170212766,0.946443873,3.357142857,49.65957447,23435,16126,1740098,900033,74.25210156,55.81253876,56173,1131.161525,0,gpscar.cn
api.duapp.com,13,18,53,9.388888889,6.113207547,1.384615385,2.944444444,232,182,23421,19642,100.9525862,107.9230769,2392.388889,812.509434,1,duapp.com
epassport.diditaxi.com.cn,16,16,190,16,1.347368421,1,11.875,3488,2989,1238934,1366803,355.1989679,457.2776848,162858.5625,13714.40526,-1,diditaxi.com.cn
search.10086.cn,3,3,11,3,0.818181818,1,3.666666667,53,42,12459,3316,235.0754717,78.95238095,5258.333333,1434.090909,-1,10086.cn
push.wostore.cn,2,2,20,2,0.2,1,10,162,123,26603,12897,164.2160494,104.8536585,19750,1975,0,wostore.cn
assistant.teddymobile.cn,5,5,1026,5,0.024366472,1,205.2,3058,0,183480,0,60,0,36696,178.8304094,-1,teddymobile.cn
app.cttaa.com,1,1,2,1,0.5,1,2,10,10,1076,1182,107.6,118.2,2258,1129,-1,cttaa.com
moments.youversionapi.com,1,1,7,1,0.142857143,1,7,99,90,12796,43557,129.2525253,483.9666667,56353,8050.428571,-1,youversionapi.com
test.cenntroauto.cn,2,4,160,1,0.1,2,40,5834,3000,624921,245271,107.1170723,81.757,217548,5438.7,0,cenntroauto.cn
nex.163.com,6,6,348,6,0.103448276,1,58,5175,5179,752682,2063261,145.4457971,398.3898436,469323.8333,8091.79023,1,163.com
www.gps1168.com,4,16,1208,1,0.21192053,4,75.5,34905,34470,2912814,1810140,83.44976364,52.51348999,295184.625,3909.730132,0,gps1168.com
news.naver.net,1,5,24,0.2,1.041666667,5,4.8,1348,1024,88952,1256528,65.98813056,1227.078125,269096,56061.66667,-1,naver.net
www.w1a.cc,1,1,2,1,0.5,1,2,10,6,964,533,96.4,88.83333333,1497,748.5,-1,w1a.cc
sngmta.qq.com,5,5,13,5,1.923076923,1,2.6,53,36,8790,2595,165.8490566,72.08333333,2277,875.7692308,1,qq.com
www.sqtxj.com,1,1,11,1,0.090909091,1,11,948,510,114596,31364,120.8818565,61.49803922,145960,13269.09091,-1,sqtxj.com
m64.xiami.net,31,36,331,26.69444444,3.915407855,1.161290323,9.194444444,57426,85513,2838163,112878567,49.42296172,1320.016454,3214353.611,349597.3716,1,xiami.net
cj.jajuwa.com,1,8,10,0.125,6.4,8,1.25,85,68,8275,24260,97.35294118,356.7647059,4066.875,3253.5,-1,jajuwa.com
apim.shanghaidisneyresort.com,2,8,315,0.5,0.203174603,4,39.375,7930,12216,1355655,7597726,170.9527112,621.9487557,1119172.625,28423.43175,-1,shanghaidisneyresort.com
shopmod.alicdn.com,3,3,11,3,0.818181818,1,3.666666667,744,867,38305,1048871,51.48521505,1209.770473,362392,98834.18182,1,alicdn.com
pay.498.net,4,4,11,4,1.454545455,1,2.75,73,51,7306,10363,100.0821918,203.1960784,4417.25,1606.272727,0,498.net
de-cgn-pls-r004.teamviewer.com,1,2,3,0.5,1.333333333,2,1.5,28,41,5860,14318,209.2857143,349.2195122,10089,6726,1,teamviewer.com
cca13.szime.com,2,5,377,0.8,0.066312997,2.5,75.4,2398,2174,146711,137922,61.18056714,63.44158234,56926.6,754.994695,0,szime.com
bbs.miui.com,1,1,1,1,1,1,1,2,0,80,0,40,0,80,80,1,miui.com
nelo2-col.linecorp.com,2,7,8,0.571428571,6.125,3.5,1.142857143,63,40,7476,2321,118.6666667,58.025,1399.571429,1224.625,-1,linecorp.com
www.pax.com.cn,1,1,1,1,1,1,1,3,2,164,100,54.66666667,50,264,264,0,pax.com.cn
v.meituan.net,3,3,7,3,1.285714286,1,2.333333333,208,198,22411,167431,107.7451923,845.6111111,63280.66667,27120.28571,1,meituan.net
appry.520163.com,1,1,3,1,0.333333333,1,3,11,9,1319,3912,119.9090909,434.6666667,5231,1743.666667,-1,520163.com
piaowu.citygopass.cn,1,2,28,0.5,0.142857143,2,14,98,87,19092,19618,194.8163265,225.4942529,19355,1382.5,-1,citygopass.cn
dict-dn.pstatic.net,1,2,4,0.5,1,2,2,20,13,2240,5422,112,417.0769231,3831,1915.5,1,pstatic.net
dut.zoosnet.net,1,1,1,1,1,1,1,3,2,164,100,54.66666667,50,264,264,-1,zoosnet.net
apps.99.com.cn,1,1,1,1,1,1,1,10,10,1365,6194,136.5,619.4,7559,7559,0,99.com.cn
sjzqbj.csc108.com,1,1,247,1,0.004048583,1,247,792,594,231169,476912,291.8800505,802.8821549,708081,2866.724696,-1,csc108.com
musiccs.hicloud.com,2,2,10,2,0.4,1,5,85,74,11572,20134,136.1411765,272.0810811,15853,3170.6,1,hicloud.com
csdw.dfshurufa.com,1,1,1,1,1,1,1,5,3,278,366,55.6,122,644,644,-1,dfshurufa.com
pub.funshion.com,1,1,29,1,0.034482759,1,29,225,214,58091,50740,258.1822222,237.1028037,108831,3752.793103,-1,funshion.com
v.onavo.com,2,4,132,1,0.121212121,2,33,446,252,45089,12568,101.0964126,49.87301587,14414.25,436.7954545,-1,onavo.com
mobile-static.adsafeprotected.com,1,1,1,1,1,1,1,16,18,1387,12824,86.6875,712.4444444,14211,14211,-1,adsafeprotected.com
gad.netease.com,1,1,4,1,0.25,1,4,44,35,7019,15214,159.5227273,434.6857143,22233,5558.25,1,netease.com
tr-new.upst86.com,1,1,6,1,0.166666667,1,6,22,13,4736,2138,215.2727273,164.4615385,6874,1145.666667,-1,upst86.com
zdnet.co.kr,1,1,1,1,1,1,1,6,5,449,333,74.83333333,66.6,782,782,-1,co.kr
mdm.bsfng.com,1,1,1,1,1,1,1,14,13,1879,11380,134.2142857,875.3846154,13259,13259,-1,bsfng.com
yun.rongtai-china.com,4,459,51683,0.034858388,4.076408103,114.75,112.5991285,851480,515086,52403321,36312503,61.54380725,70.49794209,193280.6623,1716.537817,0,rongtai-china.com
agps.icancontrol.com,264,8119,137525,8.584308412,479.3176586,30.75378788,16.9386624,334616,3487,20567157,2168832,61.46495386,621.9764841,2800.343515,165.3225886,1,icancontrol.com
servicewechat.com,320,360,6397,284.4444444,20.25949664,1.125,17.76944444,48366,38076,7539179,18151836,155.877662,476.7264419,71363.93056,4016.103642,-1,servicewechat.com
st.bookapi.cn,28,31,569,25.29032258,1.688927944,1.107142857,18.35483871,21539,28527,1457658,31258331,67.67528669,1095.745469,1055354.484,57497.34446,-1,bookapi.cn
su5.ahnlab.com,1,10,237,0.1,0.421940928,10,23.7,1062,2516,85633,3219147,80.63370998,1279.470191,330478,13944.21941,-1,ahnlab.com
collector.charginghome.net,2,26,2183,0.153846154,0.309665598,13,83.96153846,633000,606916,40295671,24538456,63.65824803,40.43138754,2493620.269,29699.55428,-1,charginghome.net
ju.mmstat.com,16,16,38,16,6.736842105,1,2.375,392,326,48190,94113,122.9336735,288.690184,8893.9375,3744.815789,1,mmstat.com
www.immomogame.com,14,14,215,14,0.911627907,1,15.35714286,873,705,65363,64495,74.87170676,91.4822695,9275.571429,603.9906977,-1,immomogame.com
adt.xdrig.com,9,9,93,9,0.870967742,1,10.33333333,842,734,174611,276207,207.3764846,376.3038147,50090.88889,4847.505376,-1,xdrig.com
ww1.sinaimg.cn,1,1,6,1,0.166666667,1,6,73,73,5305,58621,72.67123288,803.0273973,63926,10654.33333,1,sinaimg.cn
sdkoptedge.chinanetcenter.com,30,30,181,30,4.972375691,1,6.033333333,1054,1025,80776,69108,76.63757116,67.42243902,4996.133333,828.0883978,-1,chinanetcenter.com
portal.fb.com,18,33,173,9.818181818,6.294797688,1.833333333,5.242424242,564,13,34902,1334,61.88297872,102.6153846,1098.060606,209.4566474,-1,fb.com
twc.weather.com,1,2,4,0.5,1,2,2,4,0,304,0,76,0,152,76,-1,weather.com
find.qq.com,4,4,9,4,1.777777778,1,2.25,46,42,3833,4244,83.32608696,101.047619,2019.25,897.4444444,1,qq.com
cdg.cama-e.com,2,52,7002,0.076923077,0.386175378,26,134.6538462,67595,102012,6879672,5120342,101.7778238,50.19352625,230769.5,1713.798058,0,cama-e.com
de-dus-pls-r005.teamviewer.com,2,4,5,1,3.2,2,1.25,116,122,31578,61518,272.2241379,504.2459016,23274,18619.2,1,teamviewer.com
pay.52xinrui.com,1,1,5,1,0.2,1,5,154,173,12251,229954,79.55194805,1329.213873,242205,48441,-1,52xinrui.com
ke.youdao.com,3,3,12,3,0.75,1,4,125,99,18693,26742,149.544,270.1212121,15145,3786.25,-1,youdao.com
clb.cddbp.net,1,1,8,1,0.125,1,8,41,42,9217,15192,224.804878,361.7142857,24409,3051.125,-1,cddbp.net
cdn-baishan.vungle.cn,5,5,32,5,0.78125,1,6.4,319,341,32604,277651,102.2068966,814.2258065,62051,9695.46875,-1,vungle.cn
p36127.weiapp.co,2,4,1665,1,0.00960961,2,416.25,7141,5854,368348,240836,51.58213135,41.14041681,152296,365.8762763,-1,weiapp.co
videofarm.daum.net,1,1,2,1,0.5,1,2,154,172,10270,215384,66.68831169,1252.232558,225654,112827,-1,daum.net
ms.cmcm.com,7,14,56,3.5,3.5,2,4,757,773,125197,400286,165.3857332,517.8344114,37534.5,9383.625,-1,cmcm.com
api.meizu.com,10,12,476,8.333333333,0.302521008,1.2,39.66666667,4900,4414,806603,1014099,164.6128571,229.7460353,151725.1667,3825.004202,1,meizu.com
www.htcsgps.com,2,3,91,1.333333333,0.098901099,1.5,30.33333333,803,740,70543,39332,87.84931507,53.15135135,36625,1207.417582,0,htcsgps.com
store.xygala.com,1,2,8,0.5,0.5,2,4,35,23,4265,6030,121.8571429,262.173913,5147.5,1286.875,-1,xygala.com
sportsuggest.hicloud.com,3,3,23,3,0.391304348,1,7.666666667,262,280,46878,140549,178.9236641,501.9607143,62475.66667,8149,1,hicloud.com
hep.tucm.site,1,1,3,1,0.333333333,1,3,10,10,1419,2045,141.9,204.5,3464,1154.666667,-1,tucm.site
g.yimg.jp,1,1,1,1,1,1,1,2,1,80,40,40,40,120,120,-1,yimg.jp
manage.microsoft.com,2,4,27,1,0.592592593,2,6.75,690,532,181743,384589,263.3956522,722.9116541,141583,20975.25926,-1,microsoft.com
qchatdisp.huajiao.com,2,2,3,2,1.333333333,1,1.5,7,5,320,248,45.71428571,49.6,284,189.3333333,1,huajiao.com
service.zhangyoubao.com,1,1,187,1,0.005347594,1,187,981,713,169251,419706,172.529052,588.6479663,588957,3149.502674,-1,zhangyoubao.com
community.kaola.com,3,3,97,3,0.092783505,1,32.33333333,1647,1578,301969,594145,183.3448695,376.517744,298704.6667,9238.28866,-1,kaola.com
spos.iboxpay.com,3,11,230,0.818181818,0.526086957,3.666666667,20.90909091,2253,1656,190273,955713,84.45317355,577.1213768,104180.5455,4982.547826,0,iboxpay.com
a.gzsj2.com,1,1,4,1,0.25,1,4,36,25,4358,5840,121.0555556,233.6,10198,2549.5,-1,gzsj2.com
biquge.com.tw,1,1,14,1,0.071428571,1,14,65,44,10996,5683,169.1692308,129.1590909,16679,1191.357143,-1,com.tw
dc.smartisan.com,3,3,11,3,0.818181818,1,3.666666667,102,75,11300,39109,110.7843137,521.4533333,16803,4582.636364,0,smartisan.com
ssmt.wooribank.com,1,1,9,1,0.111111111,1,9,131,494,19253,600801,146.9694656,1216.196356,620054,68894.88889,-1,wooribank.com
its.fugetech.com,2,2,2,2,2,1,1,9,9,1319,730,146.5555556,81.11111111,1024.5,1024.5,-1,fugetech.com
b-ring.msedge.net,4,4,7,4,2.285714286,1,1.75,135,151,14252,57164,105.5703704,378.5695364,17854,10202.28571,-1,msedge.net
www.ttvictor.xyz,1,1,23,1,0.043478261,1,23,1104,1883,85170,1976527,77.14673913,1049.669145,2061697,89639,-1,ttvictor.xyz
cms.apppark.cn,1,1,11,1,0.090909091,1,11,66,48,10576,5438,160.2424242,113.2916667,16014,1455.818182,-1,apppark.cn
cn-n1-cell1.leancloud.cn,2,2,9,2,0.444444444,1,4.5,59,58,6246,14965,105.8644068,258.0172414,10605.5,2356.777778,-1,leancloud.cn
ace.loginfra.com,1,3,103,0.333333333,0.087378641,3,34.33333333,354,269,65275,69719,184.3926554,259.1784387,44998,1310.621359,-1,loginfra.com
ugc.qpic.cn,7,7,23,7,2.130434783,1,3.285714286,1196,1814,52577,2460308,43.96070234,1356.288864,358983.5714,109255.8696,1,qpic.cn
entertain.naver.com,1,2,6,0.5,0.666666667,2,3,97,98,11802,95550,121.6701031,975,53676,17892,1,naver.com
mgc.nsm-corp.com,1,1,2,1,0.5,1,2,10,7,1471,1227,147.1,175.2857143,2698,1349,-1,nsm-corp.com
solar.j1st.io,2,3,138,1.333333333,0.065217391,1.5,46,1657,1666,125402,87341,75.68014484,52.42557023,70914.33333,1541.615942,0,j1st.io
cashier2.dafa-bet.net,1,1,101,1,0.00990099,1,101,1641,1336,204666,794602,124.7202925,594.761976,999268,9893.742574,-1,dafa-bet.net
tracknew.dianwoda.cn,1,1,11,1,0.090909091,1,11,107,74,42410,26607,396.3551402,359.5540541,69017,6274.272727,0,dianwoda.cn
update.polarisoffice.com,1,1,2,1,0.5,1,2,7,7,1411,3900,201.5714286,557.1428571,5311,2655.5,-1,polarisoffice.com
36-152-30-197-node.xunyou.mobi,1,1,4,1,0.25,1,4,365,652,30396,128850,83.27671233,197.6226994,159246,39811.5,-1,xunyou.mobi
adtrlog.gomtv.com,1,1,1,1,1,1,1,6,6,543,688,90.5,114.6666667,1231,1231,-1,gomtv.com
mdgw.alipay.com,73,76,222,70.11842105,26.01801802,1.04109589,2.921052632,5844,8180,423304,9271662,72.43394935,1133.455012,127565.3421,43671.01802,0,alipay.com
www.youtube.com,65,123,1040,34.3495935,14.54711538,1.892307692,8.455284553,3333,0,238654,0,71.60336034,0,1940.276423,229.475,-1,youtube.com
alt4-mtalk.google.com,12,33,151,4.363636364,7.21192053,2.75,4.575757576,1017,804,113939,165213,112.0344149,205.488806,8459.151515,1848.688742,1,google.com
fake-base-station.meizu.com,3,3,105,3,0.085714286,1,35,702,553,532202,54956,758.1225071,99.37793852,195719.3333,5591.980952,1,meizu.com
ts.amap.com,101,171,1617,59.65497076,18.08348794,1.693069307,9.456140351,8021,4990,1163894,1062888,145.1058472,213.0036072,13022.11696,1377.106988,1,amap.com
mobileap.ctrip.com,22,24,527,20.16666667,1.092979127,1.090909091,21.95833333,1539,1318,265248,441590,172.3508772,335.0455235,29451.58333,1341.248577,1,ctrip.com
grs.hicloud.com,38,39,90,37.02564103,16.9,1.026315789,2.307692308,775,696,83279,338463,107.4567742,486.2974138,10813.89744,4686.022222,1,hicloud.com
roc.maxtropy.com,2,9,1040,0.444444444,0.077884615,4.5,115.5555556,32236,17153,3050895,1618804,94.64248046,94.37439515,518855.4444,4490.095192,1,maxtropy.com
msg.iqiyi.com,50,57,3166,43.85964912,1.026216045,1.14,55.54385965,17308,13463,2952565,1547574,170.5896117,114.9501597,78949.80702,1421.395768,1,iqiyi.com
stat.vipstatic.com,1,1,4,1,0.25,1,4,33,22,5314,9688,161.030303,440.3636364,15002,3750.5,-1,vipstatic.com
muzhi.baidu.com,3,3,43,3,0.209302326,1,14.33333333,257,95,31732,38118,123.4708171,401.2421053,23283.33333,1624.418605,1,baidu.com
com.mwcname.com,8,22,1073,2.909090909,0.451071761,2.75,48.77272727,6613,252,422230,278055,63.84848027,1103.392857,31831.13636,652.6421249,-1,mwcname.com
sz3.tencent.com,3,3,16,3,0.5625,1,5.333333333,28,15,4389,2102,156.75,140.1333333,2163.666667,405.6875,-1,tencent.com
cloudservice22.kingsoft-office-service.com,11,11,80,11,1.5125,1,7.272727273,950,787,107830,368818,113.5052632,468.6378653,43331.63636,5958.1,-1,kingsoft-office-service.com
i.ecarx.com.cn,1,23,1658,0.043478261,0.319059107,23,72.08695652,7747,7157,1011702,4009621,130.5927456,560.2376694,218318.3913,3028.54222,0,ecarx.com.cn
po.baidu.com,10,10,30,10,3.333333333,1,3,379,470,29663,316579,78.26649077,673.5723404,34624.2,11541.4,1,baidu.com
passport.immomo.com,4,4,19,4,0.842105263,1,4.75,220,192,25569,130011,116.2227273,677.140625,38895,8188.421053,-1,immomo.com
zos.alipayobjects.com,16,16,50,16,5.12,1,3.125,904,1476,62690,1631305,69.34734513,1105.22019,105874.6875,33879.9,-1,alipayobjects.com
tudg.qq.com,14,17,57,11.52941176,5.070175439,1.214285714,3.352941176,666,497,177834,158304,267.018018,318.5191147,19772.82353,5897.157895,1,qq.com
maidian.inke.cn,2,2,737,2,0.005427408,1,368.5,7339,5666,1730144,2127020,235.7465595,375.4006354,1928582,5233.601085,1,inke.cn
flow.wostore.cn,1,1,2,1,0.5,1,2,27,30,3484,11960,129.037037,398.6666667,15444,7722,0,wostore.cn
server22402.teamviewer.com,1,2,2,0.5,2,2,1,30,35,7224,15109,240.8,431.6857143,11166.5,11166.5,1,teamviewer.com
app.2345.com,6,6,22,6,1.636363636,1,3.666666667,118,112,21202,15625,179.6779661,139.5089286,6137.833333,1673.954545,-1,2345.com
iir.blizzard.com,1,1,15,1,0.066666667,1,15,106,67,13045,10600,123.0660377,158.2089552,23645,1576.333333,-1,blizzard.com
map2.daumcdn.net,1,1,70,1,0.014285714,1,70,1138,1643,67606,1909596,59.40773286,1162.261716,1977202,28245.74286,-1,daumcdn.net
ucsec1.ucweb.com,4,4,5,4,3.2,1,1.25,34,31,7442,2165,218.8823529,69.83870968,2401.75,1921.4,1,ucweb.com
baozhang.jd.com,2,2,9,2,0.444444444,1,4.5,176,144,77924,37979,442.75,263.7430556,57951.5,12878.11111,1,jd.com
x.bidswitch.net,2,3,10,1.333333333,0.9,1.5,3.333333333,69,60,8720,23701,126.3768116,395.0166667,10807,3242.1,-1,bidswitch.net
stat.360safe.com,2,2,6,2,0.666666667,1,3,26,21,1491,1394,57.34615385,66.38095238,1442.5,480.8333333,1,360safe.com
meta-weights.apple-dns.net,2,4,4,1,4,2,1,517,316,600752,31260,1161.996132,98.92405063,158003,158003,1,apple-dns.net
cyg.changyou.com,1,1,840,1,0.001190476,1,840,7280,11972,1667831,13745671,229.0976648,1148.151604,15413502,18349.40714,-1,changyou.com
pic06.babytreeimg.com,2,2,6,2,0.666666667,1,3,58,44,6365,23173,109.7413793,526.6590909,14769,4923,-1,babytreeimg.com
upgrade.nearme.com.cn,1,1,1,1,1,1,1,14,13,1210,8063,86.42857143,620.2307692,9273,9273,1,nearme.com.cn
scontent-nrt1-1.cdninstagram.com,1,1,1,1,1,1,1,5,0,300,0,60,0,300,300,-1,cdninstagram.com
oss-ztjy.szy.cn,2,2,36,2,0.111111111,1,18,149,153,26588,10966,178.442953,71.67320261,18777,1043.166667,-1,szy.cn
sgqyz-stat.efunkr.com,1,1,17,1,0.058823529,1,17,78,74,9918,10280,127.1538462,138.9189189,20198,1188.117647,-1,efunkr.com
16j7u47087.iok.la,1,1,13,1,0.076923077,1,13,105,99,5845,5292,55.66666667,53.45454545,11137,856.6923077,1,iok.la
www.sharedbox.net,1,1,14,1,0.071428571,1,14,521,422,45501,50867,87.33397313,120.5379147,96368,6883.428571,-1,sharedbox.net
good.richnco.kr,1,1,9,1,0.111111111,1,9,387,433,52637,467153,136.0129199,1078.875289,519790,57754.44444,-1,richnco.kr
pkg.vipstatic.com,1,1,4,1,0.25,1,4,12,0,720,0,60,0,720,180,-1,vipstatic.com
mqtt.ankerjiedian.com,8,4713,503926,0.013579461,44.07863258,589.125,106.9225546,18905592,10416182,1814856443,980538218,95.99574787,94.13604889,593124.265,5547.232453,0,ankerjiedian.com
ddc.cmmat.com,18,1169,74745,0.277159966,18.28297545,64.94444444,63.93926433,1733485,1221933,142550269,80380764,82.23334439,65.78164597,190702.3379,2982.554458,0,cmmat.com
oct.gameloft.com,1,1,19,1,0.052631579,1,19,212,147,29971,86880,141.3726415,591.0204082,116851,6150.052632,-1,gameloft.com
www.xunliandata.com,1,1,7,1,0.142857143,1,7,71,52,9202,30018,129.6056338,577.2692308,39220,5602.857143,-1,xunliandata.com
dm.toutiao.com,172,182,4361,162.5494505,7.595505618,1.058139535,23.96153846,83112,92955,15550291,73599453,187.1004307,791.7750847,489833.7582,20442.50034,1,toutiao.com
market.xiaomi.com,144,176,2633,117.8181818,11.76452716,1.222222222,14.96022727,153889,361954,9028022,485544692,58.66580457,1341.454141,2810072.239,187836.1998,1,xiaomi.com
ynuf.alipay.com,136,165,957,112.0969697,28.44827586,1.213235294,5.8,10097,8824,2591510,3162842,256.6613846,358.4363101,34874.86061,6012.907001,0,alipay.com
koubei.baidu.com,1,1,1,1,1,1,1,11,12,790,4607,71.81818182,383.9166667,5397,5397,1,baidu.com
3.618gps.com,22,254,11278,1.905511811,5.720517822,11.54545455,44.4015748,84267,71430,9263132,3603713,109.9259734,50.45097298,50656.87008,1140.880032,0,618gps.com
isub.snssdk.com,3,3,7,3,1.285714286,1,2.333333333,59,54,21795,7360,369.4067797,136.2962963,9718.333333,4165,1,snssdk.com
